,id,text,is_humor,humor_rating,humor_controversy,offense_rating
103,9104,"A Jewish girl.. ..asks her father, ""Dad? Can I have 50 dollars?"" he says, ""40 dollars? What do you need 30 dollars for?""",1,2.2536883,1,1.3638535
104,9105,"The nice thing about aging is that when you're over 40, you don't need to impress everyone anymore, and for the most part you don't.",1,2.60137,1,0.0
105,9106,"this ass don’t quit, but the rest of me has given up almost immediately",1,1.0372348,1,0.16268873
106,9107,Someone asked me what my most attractive quality is and I just said lasagna,1,1.9370371,1,0.0229365
107,9108,Give a man a jacket He'll be warm for the winter. Teach a man to jacket he won't leave the house.,1,2.6430426,1,0.0
108,9109,playing the drums on the steering wheel but slowing down because you know a tricky part is coming up,1,1.5234472,1,0.0
109,9110,Did you hear about the basketball tournament in Mexico? Its Juan vs. Juan,1,2.0326133,1,0.47963673
110,9111,Comedians and politicians are basically the same They both lie to please an audience haha,1,2.683593,1,0.08255552
111,9112,What did the hillbilly say to his sister after she asked him to have sex with her? If you incest.,1,2.12393,1,1.9267608
112,9113,"If I ever visit Japan, the first thing I'll do is run through those paper walls pretending I'm the Kool-Aid man.",1,2.2855735,1,0.53360564
113,9114,waitress: are you sure you want an ambulance to come? me: there's no way these are mild,1,2.550262,1,0.13458273
114,9115,A reminder to start looking for that post-it with the WiFi password before family comes over for Thanksgiving next week,1,1.0898738,1,0.0
115,9116,Thanks for letting us share our Robertson heritage experience with you. I'm actually part German. Next maybe Oktoberfest? Wishful Thinking,1,0.52162224,1,0.09834257
116,9117,"Wow, August is flying by! Agree or disagree?",0,0.0,1,0.06280874
117,9118,"What do I mean by seemingly neutral rules that discriminate in practice? A rule that prohibits everyone from wearing short skirts is not explicitly about women but it will disproportionately affect them. Similarly, banning locs will disproportionately impact Black people.",1,0.37565532,0,0.4631527
118,9119,"With the way I see Asian people driving, it got me thinking...Pearl Harbor might have been an accident.",1,1.708115,0,2.7507486
119,9120,That was a fun shower! But we know marriage is hard work. Please join our family in praying for JohnLuke and MaryKate's commitment. Forever,0,0.004892545,1,0.047463547
120,9121,[writing my own obituary after taking out a full page ad] ...and that concludes grade 6. Now here are the people I didn't like from grade 7,1,2.8506212,1,0.0
121,9122,imagine your card gets declined at red lobster and all the lobsters in the tank up front start laughing at you,1,2.60634,1,0.0
122,9123,1 final performance then we take it from 5 to 3. Coming up next! American Idol,0,0.0,1,0.041048523
123,9124,*follows dreams *dreams get creeped out and call the police,1,1.8307233,1,0.0
124,9125,*declares himself safe after 'telling wife to calm down' incident earlier this evening,1,2.061145,1,0.0
125,9126,I'm hiding from my kids in the closet so I can peacefully eat some cookies. I can hear them all walking around like a bunch of DEA agents. I'm trying my best to destroy all the evidence before they bust me.,1,2.7635145,1,0.0
126,9127,You have always been a great guy and I know your next chapter of life will be amazing. Congrats again and keep crushing it!,0,0.0,1,0.050042167
127,9128,30 seconds into the show and I'm already getting emotional American Idol,0,0.030580407,1,0.06303327
128,9129,"During this challenging time full of uncertainty, our team is finding hope and solace through our love of reading. We invite you to join us in finding community and moments of joy by sharing what you're reading with the hashtag Books Connect Us",0,0.026099702,1,0.059766855
129,9130,"lol these ppl ""don't see race"" right up until you start making beloved fictional characters black, then they're 18th century anthropologists",1,1.2023113,0,0.4637526
130,9131,Finding out that Neicy Nash is queer is the best thing to happen this year!!!!!!!,1,0.42279753,1,0.23976171
131,9132,A good relationship is worth the wait. On that note: Good morning.,0,0.07605109,0,0.028114412
132,9133,What do you call a homosexual man on a wheel chair? A human being,1,1.5810466,0,3.4673724
133,9134,"Sometimes, minding your business saves you the heartbreaks.",0,0.0,1,0.020926267
134,9135,"Any Latin teachers out there? I'm trying to get a close translation approximation to ""We are all insignificant"". Is ""Omnes Nos Humilem"" close? It was my high school language but that was in the 1900s.",1,0.66483897,0,0.017138775
135,9136,Asking for help starts with a conversation. Let's talk to one another. Listen to one another. Help each other. Black Mental Health Matters,0,0.036379844,1,0.13114494
136,9137,"In China the labels read, ""Made by someone you know.""",1,2.2067435,1,0.0
137,9138,The Advocate began as a protest in 1967. The LGBTQ+ movement gained justice by protesting. We stand by the belief that police brutality must end and that black lives matter and we stand by the right to protest. George Floyd Tony Mc Dade Black Trans Lives Matter,0,0.0,1,0.18340543
138,9139,"The lady at the massage parlor asked if I wanted a happy ending, I said yes and then she proceeded to tell me the plot of Homeward Bound.",1,2.660602,1,0.0
139,9140,"straight men will make fun of other guys for getting pedicures and literally have hobbit feet. like go back to the shire, oakley",1,2.2028162,1,0.0720187
140,9141,"85% of conversations with my mom is trying to figure out who the ""she"" in her story is.",1,2.4271,1,0.0
141,9142,there should be a court but for things that aren't illegal. like if your roommate ate all the ripple out the butterscotch ripple,1,2.6736054,1,0.54126525
142,9143,"The world Dallas works in and encounters publicly is racially diverse and lots of people are ""mixed race."" The books abound with food-and-beverage skin color descriptions for non-white characters. Two of Dallas's bosses are dark skinned men but all the women in her ambit are white.",0,0.0,0,0.16025972
143,9144,"When your kid says mom in that tone that kinda makes you want to scream WHAT, but somehow you keep your composure and use your nice mom voice instead.",1,1.5202577,1,0.0
144,9145,"In order to strengthen our relationship, my wife and I have decided we're only going to say positive things to each other. For example, today she told me I was 'really good at leaving the dishwasher full of dishes'.",1,2.827879,1,0.0
145,9146,"People who go to the gym for exercise, but complain about having to park one block away and walk: explain.",1,2.3693542,1,0.0
146,9147,Did you hear about the blonde that stayed up all night to see where the sun went? It finally dawned on her.,1,2.4641054,1,0.42965454
147,9148,"Everyday, some gay guys get HIV treatment and live healthier lives. They take care of their health and manage HIV as a condition not sickness. What are you waiting for? Get tested, Get treatment. HIV isn't a death sentence. HIV isn't AIDS.",0,0.0,0,0.1490489
148,9149,"Black men shot by police, mass sterilization in border concentration camps, billionaires rolling in the dough while millions starve, environmental protections being rolled back, racism, antisemitism, homophobia, islamaphobia, conspiracy theories...how many fronts must we fight???",0,0.03379526,0,0.23091954
149,9150,Some people have trouble sleeping. I can do it with my eyes closed. haha,1,2.5624886,1,0.0
150,9151,"They shouldn't give participation ribbons to kids, they should give them to adults because when you're over 30 years old, getting up the motivation to go out and do stuff is a big deal.",1,1.8204325,1,0.0
151,9152,What belongs to me but is used the most by others? My ex-wife,1,2.736638,1,0.8686471
152,9153,we got a new neighbour and I thought it was taking him weeks to move in but turns out he works for u-haul,1,2.2754364,1,0.49898368
153,9154,"Cell phones didn't work. We couldn't get in touch with our cousins in New York City, one of whom worked very close to the Twin Towers. Circuits were busy, so we couldn't tell our parents we were okay. All of us were shaken and traumatized.",0,0.0,1,0.09736137
154,9155,Gassy Joke What makes a Mexican gassy? Taco night. What makes a white person gassy? Chipotle. What makes a Jew gassy? Auschwitz,1,1.8956567,1,2.8975418
155,9156,You wouldn't ignore signs of heart attack or broken bone. Don't ignore signs of mental illness. Take care of your brain and mind. Stop Stigma,0,0.0,1,0.09211774
156,9157,This is who I am. I'm not perfect. I don't want to try to be perfect. Monday Motivation,0,0.0,1,0.1021214
157,9158,me rolling down window of time machine: McDonald's hot dog? guy in 2027: not yet bud,1,2.3442974,1,0.0057187267
158,9159,I'm shaking what my momma gave me. It's the most darling snowglobe I've ever seen. LOOK AT IT.,1,1.7167132,1,0.0
159,9160,Do people sometimes unintentionally claim others' ideas as their own b/c they've forgotten/assimilated them? Sure. That's where a scholarly community has to hold them accountable. Whose work do we allow to pass as conventional wisdom/public domain and who do we insist on crediting?,0,0.0,1,0.09000532
160,9161,Girls never know what they want and Boys never know what they have. Moral of the story: Relationships are grown folks business.,1,0.66335183,1,0.0
161,9162,Being a fat guy at McDonald's is like being the muscle guy at the gym. People stay out of your way cause they know you mean business,1,2.573082,1,1.4699441
162,9163,"HIV has moved on, so why do we still live with stigma? It's not retro, it's just wrong. HIV Not Retro World AIDS Day",0,0.04405745,1,0.14511791
163,9164,Whats the hardest part of a vegetable to eat? The wheelchair.,1,2.145898,1,1.0682575
164,9165,It's pretty racist that Denzel Washington keeps getting typecasted as black men.,1,1.84274,0,1.2174959
165,9166,"gender is a social construct. u do not have to be a guy fieri, u can be any type of fieri u want.",1,0.5701825,0,0.360728
166,9167,What is going on with female friendships today? Life does not have to be this complicated. Comprise Ladies. your girlfriend next door,1,1.3395579,1,0.25990033
167,9168,Congrats Cäsar! Keep up the great work!,0,0.0,1,0.04512519
168,9169,"This morning I went to the bathroom without having a phone to entertain me, just like our ancestors used to",1,2.1267734,1,0.0
169,9170,This article was particularly interesting because it connected racism with psychological and physical health problems.,0,0.1314765,0,0.090442285
170,9171,30 mins til we kick off Idol S2! You ready East Coast? American Idol The Next Idol,0,0.0,1,0.098951
171,9172,The difference between a lightbulb and a pregnant woman? You can unscrew a lightbulb.,1,2.1376014,1,1.7533246
172,9173,Me: Search this area for coffee shops Google Maps: Ok I searched the entire eastern seaboard that’s what you wanted right? Me: No just this area Google Maps: Huh? Me: Just search for coffee shops in this area Google Maps: Here’s your house did you want to see your house?,1,1.5353199,1,0.0
173,9174,"We have to cherish the pain that we experience, as we cherish the joy, without one there wouldn't be the other, and it's what makes us alive and I think that's very very important. -Gloria Vanderbilt gloria vanderbilt RIH your girlfriend next door",0,0.07490019,1,0.031618867
174,9175,"3yo: I want a banana Me: *gives her banana* 3yo: no! Me: soooo no banana? 3yo: banana! Me: you want this banana? 3yo: NO Me: well, what do you want!? 3yo, crying: I DON'T KNOW well, we're making progress",1,1.4076674,1,0.0
175,9176,"I was brushing my teeth when my fingers cramped up throwing the middle finger. I was looking in the mirror as I gave myself the finger, and I couldn't stop it. 2020 vibes.",1,2.354083,1,0.11728823
176,9177,Things are going great in life right now' Life (interrupts): Actually...,1,2.0490417,1,0.0
177,9178,"Don't approach your personal or business renovation without the right partner in your corner, not only encouraging you but also telling you the hard stuff, someone who will be brutally honest with you. Monday Motivation",0,0.0,1,0.109611735
178,9179,Superman should have to wear a medic alert bracelet that says kryptonite on it.,1,2.3739746,1,0.0
179,9180,"I don't get why people make such a big deal about revealing the gender of their kid. It's no surprise, we all know you're having a baby. You can burn the world down to reveal that you're giving birth to a unicorn. Cuz that shit is crazy. We haven't seen a unicorn.",1,2.0031047,1,0.26409826
180,9181,"Me-Where was Connor today? Mia-Another school Me-Aw, he's so cute Mia-Mom! He's just another normal, disgusting middle school boy. 7 th Grade",1,2.4497359,1,0.0
181,9182,What did the fat guy give to the fat girl? Just the tip...,1,2.0347826,1,2.5803666
182,9183,My wife and I do it doggy-style... ...she plays dead and I beg. ,1,2.8222017,1,1.6037468
183,9184,The first thing I do when I get to a restaurant is pull out a pen and paper so I can write down all the questions I have about the menu.,1,2.018999,1,0.0
184,9185,"To all of the amazing dads out there, thank you!! Happy Fathers Day",0,0.0,1,0.01587429
185,9186,me on august 31st: omg it's so hot me on september 1st: *wearing my heaviest sweater and drenched in sweat* don't you just love the smell of autumn in the air!,1,1.9387248,1,0.0
186,9187,"Me: come pick up your toys 3yo, walking around with a plastic phone: I'm in a meeting call Times have changed",1,1.8831679,1,0.0
187,9188,Tiny penis jokes tend to come a little short,1,2.6709728,1,0.7259514
188,9189,[to my wife from my deathbed] grab my phone. open up the group text HamChat II and tell the boys I love em,1,2.3158245,1,0.0
189,9190,Here for friendship failure prevention. We all need a tuneup from time to time. save frienship s your girlfriend next door saving friendships friendship friendship counseling,0,0.056488574,1,0.09717448
190,9191,"Bald people struggle with improv, They can't seem to come up with anything off the top of their head.",1,1.5548304,1,1.2812268
191,9192,"It still lasts today. But with the pain of loss and shock comes the shame that we allowed our country to turn to nationalism, jingoism, islamaphobia, and two endless wars. We missed the mark, and didn't unite like we should have. We got angry, and made angry decisions.",0,0.0,1,0.14035575
192,9193,This really is the most talented group we've ever had! American Idol,0,0.0,1,0.07215428
193,9194,My black cat just ate my four leaf clover. That can't be good.......,1,2.7532878,1,0.22351569
194,9195,"Ultimately, while taking cognizance of larger social norms and discourses and critiquing anti-Muslim bigotry and anti-black racism, Brockmann emphasizes individual inner transformation resulting from intimate human connections across racial-ethnic differences.",0,0.0,1,0.1095532
195,9196,"[Normally in this kibbutz], we are very close and families spend a lot of time together. We had to close down the playground we have. But we are still in touch and communicate through Zoom.' Tal Hakim Dromi, Secretary of Kibbutz Pelech Powered By JNF Love Grows In Israel",0,0.0561499,1,0.084893644
196,9197,"If USB ports could talk, they'd only ask one question. Is it in yet?",1,2.6345346,1,0.0
197,9198,I think in order to have a great business you have to like the product you're selling more than the money you get.,0,0.13195248,1,0.0
198,9199,If Eminem converted to Islam.. ..he'd be MuSlim Shady.,1,1.2340068,1,1.2922071
199,9200,Black trans-masculine barbers in NY where ya at? We tryna sumn.,1,0.6454871,0,1.3154596
200,9201,Arguing over which politician is less corrupt is like arguing over which pile of dog poop smells less disgusting.,1,2.2506046,1,0.8012841
201,9202,"Once you fill out the form, you will receive email correspondence from us to confirm your food bag.",0,0.19084781,0,0.024617536
202,9203,Would you rather be able to speak every language in the world or be able to talk to animals? Stray Questions,1,1.5565217,1,0.32040358
203,9204,"If I got $1 every time a woman said I was't her type, I'd be her type.",1,2.6558442,1,0.0
204,9205,Breaking News: Uncovered Nazi documents reveal a cure for cancer was found... An oven.. rofl,1,1.6264535,1,2.8835053
205,9206,Wanna hear a joke? Women's rights.,1,2.055977,1,2.435039
206,9207,"That chick really knocked my socks off. And I had just finished folding and stacking them, too.",1,2.6103175,1,0.0
207,9208,The easiest thing to do when the free antivirus software on your new computer expires is to buy another new computer with more free antivirus software.,1,0.9964929,1,0.0
208,9209,What do you call a prositute on her period? Unemployed.,1,2.4436226,1,1.9130715
209,9210,"Somewhere an elderly lady reads a book on how to use the internet, while a young boy googles ""how to read a book"".",1,2.7008502,1,0.5897247
210,9211,"[Jewish National Fund's] gift annuity program is one of the largest in the country.' - Matt Bernstein, Chief Planned Giving Officer Powered By JNF JNF On Demand",0,0.0,1,0.08628598
211,9212,"I was so amazed with all of the JNF projects all over [Israel].' Hal Linden, Emmy Award winning actor Powered By JNF JNF On Demand",0,0.0,1,0.06566793
212,9213,This will be my first HHD in Ten freakin years that I'm not going to be on the pulpit.,1,1.2765808,1,0.0
213,9214,What do you call the useless piece of skin on a dick? The man. ROFL,1,1.5477318,1,1.9626962
214,9215,Listen very carefully: Your. Mental. Health. Matters. Take care of it. For yourself. For them. But mainly for yourself.,0,0.0,1,0.037597086
